run_id,protocol_version,mode,workload,prompt_id,repetition,run_type,time_to_first_output_ms,time_to_first_final_output_ms,end_to_end_latency_ms,reasoning_associated_duration_ms,final_or_tool_associated_duration_ms,prompt_tokens,completion_tokens,output_tokens_per_second,finish_reason,benchmark_valid,phase_mapping_valid,output_valid,invalid_reasons
v1-mtp-plain-plain_003-r03,1.2,mtp,plain_text,plain_003,3,benchmark,68.560785,3056.876582,3509.838932,2988.315797,452.96235,75,672,194.9856917508854,stop,True,True,True,
v1-mtp-plain-plain_003-r04,1.2,mtp,plain_text,plain_003,4,benchmark,68.009461,3104.598838,3477.73576,3036.589377,373.136922,75,660,193.2706446829092,stop,True,True,True,
v1-mtp-plain-plain_003-r05,1.2,mtp,plain_text,plain_003,5,benchmark,66.504056,2744.428251,3103.251947,2677.924195,358.823696,75,616,202.51928117664082,stop,True,True,True,
v1-mtp-plain-plain_003-r06,1.2,mtp,plain_text,plain_003,6,benchmark,70.51154,3106.689547,3493.250803,3036.178007,386.561256,75,665,193.99666436116726,stop,True,True,True,
v1-mtp-plain-plain_003-r07,1.2,mtp,plain_text,plain_003,7,benchmark,68.526124,2833.966436,3220.604424,2765.440312,386.637988,75,624,197.64737443229123,stop,True,True,True,
v1-mtp-plain-plain_003-r08,1.2,mtp,plain_text,plain_003,8,benchmark,73.292505,2789.029575,3174.632728,2715.73707,385.603153,75,622,200.2360126098297,stop,True,True,True,
v1-mtp-plain-plain_003-r09,1.2,mtp,plain_text,plain_003,9,benchmark,70.164022,3144.697514,3557.82802,3074.533492,413.130506,75,670,191.81893679656008,stop,True,True,True,
v1-mtp-plain-plain_003-r10,1.2,mtp,plain_text,plain_003,10,benchmark,69.130956,3506.7382,3895.597909,3437.607244,388.859709,75,763,199.13931293790006,stop,True,True,True,
v1-mtp-plain-plain_003-r11,1.2,mtp,plain_text,plain_003,11,benchmark,73.097168,2801.894194,3187.731083,2728.797026,385.836889,75,624,200.02350741756433,stop,True,True,True,
v1-mtp-plain-plain_003-r12,1.2,mtp,plain_text,plain_003,12,benchmark,71.286667,2814.208373,3253.04982,2742.921706,438.841447,75,635,199.26058902348475,stop,True,True,True,
v1-mtp-plain-plain_003-r13,1.2,mtp,plain_text,plain_003,13,benchmark,68.317427,2784.001256,3169.093058,2715.683829,385.091802,75,622,200.27247176208218,stop,True,True,True,
v1-mtp-plain-plain_003-r14,1.2,mtp,plain_text,plain_003,14,benchmark,68.058331,3055.606086,3482.258779,2987.547755,426.652693,75,669,195.65342169388646,stop,True,True,True,
v1-mtp-plain-plain_003-r15,1.2,mtp,plain_text,plain_003,15,benchmark,69.469414,2810.538437,3195.946216,2741.069023,385.407779,75,624,199.2658316228249,stop,True,True,True,
v1-mtp-plain-plain_003-r16,1.2,mtp,plain_text,plain_003,16,benchmark,70.394776,2773.504622,3145.925107,2703.109846,372.420485,75,621,201.59124875169374,stop,True,True,True,
v1-mtp-plain-plain_003-r17,1.2,mtp,plain_text,plain_003,17,benchmark,70.028597,3019.520372,3405.805781,2949.491775,386.285409,75,656,196.35604054782095,stop,True,True,True,
v1-mtp-plain-plain_003-r18,1.2,mtp,plain_text,plain_003,18,benchmark,70.103799,3507.930532,3896.924753,3437.826733,388.994221,75,763,199.1208915074839,stop,True,True,True,
v1-mtp-plain-plain_003-r19,1.2,mtp,plain_text,plain_003,19,benchmark,69.781511,2760.182216,3118.386378,2690.400705,358.204162,75,616,201.73162047241462,stop,True,True,True,
v1-mtp-plain-plain_003-r20,1.2,mtp,plain_text,plain_003,20,benchmark,70.686412,2759.334697,3158.125797,2688.648285,398.7911,75,618,199.84198005558576,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r01,1.2,mtp,reasoning_intensive,reasoning_001,1,benchmark,70.649251,2748.903603,2829.849855,2678.254352,80.946252,107,590,213.4676250600009,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r02,1.2,mtp,reasoning_intensive,reasoning_001,2,benchmark,70.5974,2749.224391,2830.048169,2678.626991,80.823778,107,590,213.44827261167202,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r03,1.2,mtp,reasoning_intensive,reasoning_001,3,benchmark,68.891579,2747.433908,2827.729614,2678.542329,80.295706,107,590,213.49567916914702,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r04,1.2,mtp,reasoning_intensive,reasoning_001,4,benchmark,68.434548,3104.126474,3184.801338,3035.691926,80.674864,107,661,211.78508323148958,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r05,1.2,mtp,reasoning_intensive,reasoning_001,5,benchmark,68.845718,2747.59913,2827.600379,2678.753412,80.001249,107,588,212.77716655935717,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r06,1.2,mtp,reasoning_intensive,reasoning_001,6,benchmark,73.535667,2752.525946,2832.975615,2678.990279,80.449669,107,590,213.44910963795326,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r07,1.2,mtp,reasoning_intensive,reasoning_001,7,benchmark,68.688964,2747.59329,2827.878815,2678.904326,80.285525,107,588,212.74360652901663,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r08,1.2,mtp,reasoning_intensive,reasoning_001,8,benchmark,69.962194,2763.806629,2844.088834,2693.844435,80.282205,107,589,211.95860041919354,stop,True,True,False,expected_final_answer_missing
v1-mtp-reasoning-reasoning_001-r09,1.2,mtp,reasoning_intensive,reasoning_001,9,benchmark,68.839788,2747.464063,2827.814807,2678.624275,80.350744,107,590,213.48507903978233,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r10,1.2,mtp,reasoning_intensive,reasoning_001,10,benchmark,67.630557,2908.568451,2989.230023,2840.937894,80.661572,107,613,209.4742989660719,stop,True,True,False,expected_final_answer_missing
v1-mtp-reasoning-reasoning_001-r11,1.2,mtp,reasoning_intensive,reasoning_001,11,benchmark,68.462947,2908.747846,2989.756735,2840.284899,81.008889,107,613,209.4962179134309,stop,True,True,False,expected_final_answer_missing
v1-mtp-reasoning-reasoning_001-r12,1.2,mtp,reasoning_intensive,reasoning_001,12,benchmark,69.601953,2909.284248,2990.252016,2839.682295,80.967768,107,613,209.54239186442376,stop,True,True,False,expected_final_answer_missing
v1-mtp-reasoning-reasoning_001-r13,1.2,mtp,reasoning_intensive,reasoning_001,13,benchmark,70.404042,2749.083952,2830.777817,2678.67991,81.693865,107,590,213.37690038009436,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r14,1.2,mtp,reasoning_intensive,reasoning_001,14,benchmark,69.834889,2748.337502,2828.624248,2678.502613,80.286746,107,588,212.77449040646383,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r15,1.2,mtp,reasoning_intensive,reasoning_001,15,benchmark,68.86038,2747.912322,2828.077636,2679.051942,80.165314,107,588,212.7414935244954,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r16,1.2,mtp,reasoning_intensive,reasoning_001,16,benchmark,70.036737,2748.200829,2828.595518,2678.164092,80.394689,107,590,213.51729173104033,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r17,1.2,mtp,reasoning_intensive,reasoning_001,17,benchmark,69.614787,2747.451071,2828.27859,2677.836284,80.827519,107,588,212.78417448391045,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r18,1.2,mtp,reasoning_intensive,reasoning_001,18,benchmark,68.741176,3000.430733,3093.806946,2931.689557,93.376213,107,639,210.90450539196047,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r19,1.2,mtp,reasoning_intensive,reasoning_001,19,benchmark,69.803712,2748.60958,2828.638631,2678.805868,80.029051,107,588,212.77097660224302,stop,True,True,True,
v1-mtp-reasoning-reasoning_001-r20,1.2,mtp,reasoning_intensive,reasoning_001,20,benchmark,70.047647,2747.885293,2828.041287,2677.837646,80.155994,107,590,213.56104359979597,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r01,1.2,mtp,reasoning_intensive,reasoning_002,1,benchmark,73.286383,3660.848168,3742.494886,3587.561785,81.646718,109,759,206.58406285176974,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r02,1.2,mtp,reasoning_intensive,reasoning_002,2,benchmark,85.818236,4134.783998,4228.600121,4048.965762,93.816123,109,825,198.90016488280557,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r03,1.2,mtp,reasoning_intensive,reasoning_002,3,benchmark,71.43036,4081.660086,5183.820317,4010.229726,1102.160231,109,1024,200.1021065694109,length,True,True,False,output_truncated|expected_final_answer_missing
v1-mtp-reasoning-reasoning_002-r04,1.2,mtp,reasoning_intensive,reasoning_002,4,benchmark,73.762684,3658.805988,3739.900993,3585.043304,81.095005,109,759,206.75706591297617,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r05,1.2,mtp,reasoning_intensive,reasoning_002,5,benchmark,69.533375,3703.506013,5128.259774,3633.972638,1424.753761,109,1024,202.2248129889422,length,True,True,False,output_truncated|expected_final_answer_missing
v1-mtp-reasoning-reasoning_002-r06,1.2,mtp,reasoning_intensive,reasoning_002,6,benchmark,72.007654,3658.064491,3738.825739,3586.056837,80.761248,109,751,204.5370080037663,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r07,1.2,mtp,reasoning_intensive,reasoning_002,7,benchmark,68.945141,3692.40533,5130.690153,3623.460189,1438.284823,109,1024,202.1042145692344,length,True,True,False,output_truncated|expected_final_answer_missing
v1-mtp-reasoning-reasoning_002-r08,1.2,mtp,reasoning_intensive,reasoning_002,8,benchmark,68.91485,3654.196597,3735.548677,3585.281747,81.35208,109,759,206.7291242496902,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r09,1.2,mtp,reasoning_intensive,reasoning_002,9,benchmark,68.059909,3314.3667,3395.352631,3246.306791,80.985931,109,688,206.4741690617024,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r10,1.2,mtp,reasoning_intensive,reasoning_002,10,benchmark,68.733415,4135.335375,4217.881604,4066.60196,82.546229,109,839,201.96916615840834,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r11,1.2,mtp,reasoning_intensive,reasoning_002,11,benchmark,68.333437,4964.964128,5048.01753,4896.630691,83.053402,109,1002,201.01676759116452,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r12,1.2,mtp,reasoning_intensive,reasoning_002,12,benchmark,68.445909,4564.330485,4755.723708,4495.884576,191.393223,109,948,202.03624376648557,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r13,1.2,mtp,reasoning_intensive,reasoning_002,13,benchmark,78.496715,3324.767735,3405.700767,3246.27102,80.933032,109,686,205.87856629599946,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r14,1.2,mtp,reasoning_intensive,reasoning_002,14,benchmark,67.780794,4585.413562,4679.742136,4517.632768,94.328574,109,899,194.71108567674548,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r15,1.2,mtp,reasoning_intensive,reasoning_002,15,benchmark,70.752473,3657.558596,3738.480737,3586.806123,80.922141,109,759,206.66743701817492,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r16,1.2,mtp,reasoning_intensive,reasoning_002,16,benchmark,72.045664,4621.046812,4717.018265,4549.001148,95.971453,109,938,201.72347190988307,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r17,1.2,mtp,reasoning_intensive,reasoning_002,17,benchmark,71.131433,3733.983763,5064.855727,3662.85233,1330.871964,109,1024,204.85712461722062,length,True,True,False,output_truncated|expected_final_answer_missing
v1-mtp-reasoning-reasoning_002-r18,1.2,mtp,reasoning_intensive,reasoning_002,18,benchmark,68.485591,3655.204301,3736.144353,3586.71871,80.940052,109,759,206.67135335858163,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r19,1.2,mtp,reasoning_intensive,reasoning_002,19,benchmark,68.075311,4077.230647,4172.883153,4009.155336,95.652506,109,812,197.57319495005976,stop,True,True,True,
v1-mtp-reasoning-reasoning_002-r20,1.2,mtp,reasoning_intensive,reasoning_002,20,benchmark,70.615451,3655.557509,3737.157727,3584.942058,81.600218,109,759,206.73428613154766,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r01,1.2,mtp,reasoning_intensive,reasoning_003,1,benchmark,68.997733,4518.301782,4573.39645,4449.304049,55.094668,99,899,199.36068195092687,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r02,1.2,mtp,reasoning_intensive,reasoning_003,2,benchmark,68.699786,4072.70429,4140.30862,4004.004504,67.60433,99,811,198.9385604128002,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r03,1.2,mtp,reasoning_intensive,reasoning_003,3,benchmark,72.377913,4063.417163,4131.091685,3991.03925,67.674522,99,811,199.57061411622007,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r04,1.2,mtp,reasoning_intensive,reasoning_003,4,benchmark,69.648349,4532.717064,4587.559516,4463.068715,54.842452,99,899,198.76442161130257,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r05,1.2,mtp,reasoning_intensive,reasoning_003,5,benchmark,69.278869,4007.863023,4062.326026,3938.584154,54.463003,99,819,204.85608304575302,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r06,1.2,mtp,reasoning_intensive,reasoning_003,6,benchmark,72.116276,4548.818349,4603.856926,4476.702073,55.038577,99,902,198.81985082266348,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r07,1.2,mtp,reasoning_intensive,reasoning_003,7,benchmark,69.498175,4538.439367,4592.153222,4468.941192,53.713855,99,899,198.5559346595907,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r08,1.2,mtp,reasoning_intensive,reasoning_003,8,benchmark,89.283227,4061.819708,4116.836056,3972.536481,55.016348,99,815,202.10783931594207,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r09,1.2,mtp,reasoning_intensive,reasoning_003,9,benchmark,68.34196,4032.452878,4086.307069,3964.110918,53.854191,99,817,203.08787604257913,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r10,1.2,mtp,reasoning_intensive,reasoning_003,10,benchmark,69.025266,4532.972836,4588.098927,4463.94757,55.126091,99,899,198.71329112198774,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r11,1.2,mtp,reasoning_intensive,reasoning_003,11,benchmark,69.344543,4560.737486,4615.891586,4491.392943,55.1541,99,902,198.17236937803307,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r12,1.2,mtp,reasoning_intensive,reasoning_003,12,benchmark,68.976713,4544.659567,4599.138001,4475.682854,54.478434,99,899,198.22693783082804,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r13,1.2,mtp,reasoning_intensive,reasoning_003,13,benchmark,67.438537,4082.726387,4150.326077,4015.28785,67.59969,99,811,198.3890058358061,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r14,1.2,mtp,reasoning_intensive,reasoning_003,14,benchmark,69.169058,4072.99426,4141.155443,4003.825202,68.161183,99,811,198.9201150042647,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r15,1.2,mtp,reasoning_intensive,reasoning_003,15,benchmark,69.147877,4048.537247,4115.700368,3979.38937,67.163121,99,811,200.1703924023063,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r16,1.2,mtp,reasoning_intensive,reasoning_003,16,benchmark,67.946248,4177.492232,4231.591087,4109.545984,54.098855,99,837,200.7856174881587,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r17,1.2,mtp,reasoning_intensive,reasoning_003,17,benchmark,68.700886,4543.49934,4598.423394,4474.798454,54.924054,99,899,198.24613945203728,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r18,1.2,mtp,reasoning_intensive,reasoning_003,18,benchmark,67.819515,4543.648013,4598.261159,4475.828498,54.613146,99,899,198.21467101100134,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r19,1.2,mtp,reasoning_intensive,reasoning_003,19,benchmark,68.447439,4058.703187,4126.546102,3990.255748,67.842915,99,811,199.60086416459805,stop,True,True,True,
v1-mtp-reasoning-reasoning_003-r20,1.2,mtp,reasoning_intensive,reasoning_003,20,benchmark,69.312919,4085.282027,4152.850766,4015.969108,67.568739,99,811,198.357412211833,stop,True,True,True,
v1-mtp-tool-tool_001-r01,1.2,mtp,tool_calling,tool_001,1,benchmark,75.187877,1495.908261,1628.690741,1420.720384,132.78248,280,321,205.986102385454,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r02,1.2,mtp,tool_calling,tool_001,2,benchmark,69.246128,1489.735667,1621.8019,1420.489539,132.066233,280,321,206.1117582834248,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r03,1.2,mtp,tool_calling,tool_001,3,benchmark,71.857329,1492.103712,1624.900803,1420.246383,132.797091,280,321,206.04703304010664,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r04,1.2,mtp,tool_calling,tool_001,4,benchmark,68.595222,1489.425199,1621.424791,1420.829977,131.999592,280,321,206.07541638073997,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r05,1.2,mtp,tool_calling,tool_001,5,benchmark,68.666714,1488.934668,1621.80135,1420.267954,132.866682,280,321,206.03493900833976,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r06,1.2,mtp,tool_calling,tool_001,6,benchmark,68.882808,1489.618934,1621.953243,1420.736126,132.334309,280,321,206.04345610377936,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r07,1.2,mtp,tool_calling,tool_001,7,benchmark,70.126387,1490.400512,1623.023598,1420.274125,132.623086,280,321,206.06644002788408,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r08,1.2,mtp,tool_calling,tool_001,8,benchmark,68.626202,1488.502697,1621.40379,1419.876495,132.901093,280,321,206.08231499023927,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r09,1.2,mtp,tool_calling,tool_001,9,benchmark,68.740186,1489.24079,1621.841472,1420.500604,132.600682,280,321,206.0393632305575,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r10,1.2,mtp,tool_calling,tool_001,10,benchmark,70.225153,1503.103184,1635.784368,1432.878031,132.681184,280,321,204.39980611017643,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r11,1.2,mtp,tool_calling,tool_001,11,benchmark,69.64785,1490.385647,1623.000389,1420.737797,132.614742,280,321,206.00603659875307,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r12,1.2,mtp,tool_calling,tool_001,12,benchmark,70.442798,1490.589782,1622.747113,1420.146984,132.157331,280,321,206.14514622411522,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r13,1.2,mtp,tool_calling,tool_001,13,benchmark,71.198745,1504.123308,1637.213311,1432.924563,133.090003,280,321,204.34037265525663,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r14,1.2,mtp,tool_calling,tool_001,14,benchmark,68.302168,1476.371569,1608.910369,1408.069401,132.5388,280,321,207.71017562563267,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r15,1.2,mtp,tool_calling,tool_001,15,benchmark,70.582571,1503.653857,1636.478864,1433.071286,132.825007,280,321,204.3558065949135,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r16,1.2,mtp,tool_calling,tool_001,16,benchmark,69.782443,1489.762492,1622.449946,1419.980049,132.687454,280,321,206.09692634238127,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r17,1.2,mtp,tool_calling,tool_001,17,benchmark,71.288408,1491.480609,1623.822264,1420.192201,132.341655,280,321,206.11466781436812,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r18,1.2,mtp,tool_calling,tool_001,18,benchmark,68.137723,1487.974393,1620.785949,1419.83667,132.811556,280,321,206.09948515150654,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r19,1.2,mtp,tool_calling,tool_001,19,benchmark,69.109856,1489.220933,1621.968477,1420.111077,132.747544,280,321,206.07156097309647,tool_calls,True,True,True,
v1-mtp-tool-tool_001-r20,1.2,mtp,tool_calling,tool_001,20,benchmark,70.358746,1477.425837,1610.290064,1407.067091,132.864227,280,321,207.80147546814163,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r01,1.2,mtp,tool_calling,tool_002,1,benchmark,71.602944,1543.880531,1675.835106,1472.277587,131.954575,281,321,199.47237537056685,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r02,1.2,mtp,tool_calling,tool_002,2,benchmark,71.42043,1504.334146,1649.984781,1432.913716,145.650635,281,321,202.71584100913222,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r03,1.2,mtp,tool_calling,tool_002,3,benchmark,76.692883,1521.180429,1652.966821,1444.487546,131.786392,281,321,203.01039831060126,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r04,1.2,mtp,tool_calling,tool_002,4,benchmark,73.716024,1520.275558,1652.453649,1446.559534,132.178091,281,321,202.69359197669087,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r05,1.2,mtp,tool_calling,tool_002,5,benchmark,68.385159,1527.58944,1660.117998,1459.204281,132.528558,281,321,201.03876238492305,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r06,1.2,mtp,tool_calling,tool_002,6,benchmark,78.243412,1522.600818,1655.363795,1444.357406,132.762977,281,321,202.90144205180817,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r07,1.2,mtp,tool_calling,tool_002,7,benchmark,69.996949,1502.497297,1649.223951,1432.500348,146.726654,281,321,202.63078049877467,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r08,1.2,mtp,tool_calling,tool_002,8,benchmark,70.644323,1518.02423,1650.886629,1447.379907,132.862399,281,321,202.50059043793252,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r09,1.2,mtp,tool_calling,tool_002,9,benchmark,91.507752,1548.039223,1680.553865,1456.531471,132.514642,281,321,201.37867452811926,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r10,1.2,mtp,tool_calling,tool_002,10,benchmark,69.857775,1502.866626,1635.613513,1433.008851,132.746887,281,321,204.3741512381416,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r11,1.2,mtp,tool_calling,tool_002,11,benchmark,70.980282,1502.895076,1635.861869,1431.914794,132.966793,281,321,204.48831570282897,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r12,1.2,mtp,tool_calling,tool_002,12,benchmark,68.36429,1514.15373,1646.742463,1445.78944,132.588733,281,321,202.7397524078661,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r13,1.2,mtp,tool_calling,tool_002,13,benchmark,72.790924,1505.63374,1638.418868,1432.842816,132.785128,281,321,204.39083322851064,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r14,1.2,mtp,tool_calling,tool_002,14,benchmark,72.581819,1493.725378,1625.745809,1421.143559,132.020431,281,321,206.03104505403837,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r15,1.2,mtp,tool_calling,tool_002,15,benchmark,68.582036,1488.707133,1621.597975,1420.125097,132.890842,281,321,206.05068625763795,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r16,1.2,mtp,tool_calling,tool_002,16,benchmark,70.690325,1516.212397,1648.879293,1445.522072,132.666896,281,321,202.7640583532453,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r17,1.2,mtp,tool_calling,tool_002,17,benchmark,70.146382,1503.551251,1650.030041,1433.404869,146.47879,281,321,202.54655979070418,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r18,1.2,mtp,tool_calling,tool_002,18,benchmark,70.294775,1515.48416,1648.29601,1445.189385,132.81185,281,321,202.7881809610878,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r19,1.2,mtp,tool_calling,tool_002,19,benchmark,68.925214,1527.611065,1660.196599,1458.685851,132.585534,281,321,201.097061768631,tool_calls,True,True,True,
v1-mtp-tool-tool_002-r20,1.2,mtp,tool_calling,tool_002,20,benchmark,69.026236,1501.456492,1647.230505,1432.430256,145.774013,281,321,202.76209251592132,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r01,1.2,mtp,tool_calling,tool_003,1,benchmark,69.314523,1489.268517,1620.844807,1419.953994,131.57629,279,320,205.60346342553245,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r02,1.2,mtp,tool_calling,tool_003,2,benchmark,69.60877,1488.672623,1621.238153,1419.063853,132.56553,279,320,205.5903320052041,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r03,1.2,mtp,tool_calling,tool_003,3,benchmark,68.841945,1500.350287,1632.835945,1431.508342,132.485658,279,320,203.96497684773726,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r04,1.2,mtp,tool_calling,tool_003,4,benchmark,69.331717,1488.877788,1621.884589,1419.546071,133.006801,279,320,205.46804283004155,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r05,1.2,mtp,tool_calling,tool_003,5,benchmark,68.496476,1487.71949,1620.874754,1419.223014,133.155264,279,320,205.49115155809983,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r06,1.2,mtp,tool_calling,tool_003,6,benchmark,72.293526,1491.266314,1624.207633,1418.972788,132.941319,279,320,205.55261309961145,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r07,1.2,mtp,tool_calling,tool_003,7,benchmark,69.245774,1475.74454,1608.171047,1406.498766,132.426507,279,320,207.287517852077,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r08,1.2,mtp,tool_calling,tool_003,8,benchmark,69.994502,1501.388882,1634.026093,1431.39438,132.637211,279,320,203.96007461463097,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r09,1.2,mtp,tool_calling,tool_003,9,benchmark,68.187799,1500.292166,1633.154463,1432.104367,132.862297,279,320,203.83820776389393,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r10,1.2,mtp,tool_calling,tool_003,10,benchmark,71.036936,1489.879192,1622.593565,1418.842256,132.714373,279,320,205.59997233591142,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r11,1.2,mtp,tool_calling,tool_003,11,benchmark,72.749717,1477.805568,1610.655136,1405.055851,132.849568,279,320,207.42497949413882,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r12,1.2,mtp,tool_calling,tool_003,12,benchmark,70.217728,1502.388495,1634.591788,1432.170767,132.203293,279,320,203.91542416651936,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r13,1.2,mtp,tool_calling,tool_003,13,benchmark,71.669103,1476.990886,1609.662319,1405.321783,132.671433,279,319,206.76294062405017,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r14,1.2,mtp,tool_calling,tool_003,14,benchmark,70.482185,1501.806602,1634.569977,1431.324417,132.763375,279,320,203.95274589548103,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r15,1.2,mtp,tool_calling,tool_003,15,benchmark,68.907098,1477.225001,1607.411326,1408.317903,130.186325,279,320,207.3442465703773,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r16,1.2,mtp,tool_calling,tool_003,16,benchmark,68.461107,1487.123235,1619.927652,1418.662128,132.804417,279,320,205.61191024586353,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r17,1.2,mtp,tool_calling,tool_003,17,benchmark,80.819559,1510.838685,1643.399216,1430.019126,132.560531,279,320,204.1495923557899,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r18,1.2,mtp,tool_calling,tool_003,18,benchmark,68.893887,1501.150156,1633.465321,1432.256269,132.315165,279,320,203.8896998038889,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r19,1.2,mtp,tool_calling,tool_003,19,benchmark,69.03442,1503.149974,1636.055033,1434.115554,132.905059,279,320,203.57102985983505,tool_calls,True,True,True,
v1-mtp-tool-tool_003-r20,1.2,mtp,tool_calling,tool_003,20,benchmark,90.735062,1520.983792,1653.782769,1430.24873,132.798977,279,320,204.0884603658486,tool_calls,True,True,True,
